method,description,implementation_status,backend,model_family,state_source,input_channel,evaluation_mode,training_scenario,validation_scenario,scenario,scenario_title,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,rmse_position_m,rmse_velocity_mps,rmse_quaternion,rmse_rates_rad_s,rmse_mocap_position_m,rmse_mocap_quaternion,notes
6DOF-SINDy,Sparse quadratic-library derivative model for the full 6DOF state.,implemented,numpy-stlsq,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.22383867947172914,0.20423408100032248,0.20422057999999943,0.0,0.0,0.3259449830002268,0.5301790640005493,,351,19200,40.12581043913057,3.643320800364286,0.49922368633649294,2.268915091320344,40.12581043913057,0.49922368633649294,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,implemented,numpy-sparse-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,150.73570964630022,0.1846646329977375,0.18456956400000024,0.0,0.0,0.34039514799951576,0.5250597809972533,,468,19200,91857.28716249438,12.012003049433897,0.5178743460507527,70.07603368162688,91857.28716249437,0.5178743460507526,Symbolic-regression-style sparse predictor used as a 6DOF counterpart to the 3DOF symbolic row.
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,implemented,numpy-edmd,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,152.34048407088727,0.175447980996978,0.17542260199999937,0.0,0.0,0.3408197270000528,0.5162677079970308,,2565,19200,92758.49367019795,10.517286692863108,0.526215166791845,75.8927707528188,92758.49367019795,0.526215166791845,EDMD-style lifted surrogate; no aerodynamic coefficient interpretation.
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,implemented,numpy-residual-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.5900160779340633,0.17681482099942514,0.17676853100000045,0.0,0.0,1.097878069998842,1.274692890998267,,2565,19200,39.0354753482747,6.654038139206175,0.5132870790212589,17.990130789648575,39.0354753482747,0.5132870790212589,Fast deterministic UDE analogue for the initial 6DOF benchmark.
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,implemented,numpy-sparse-closure,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.4557772995271415,0.0011332100002618972,0.0011326409999998788,0.0,0.0,1.0847581950001768,1.0858914050004387,,390,19200,42.954341309553136,8.914187496222958,0.5185053110399263,10.230022168945936,42.954341309553136,0.5185053110399263,Tractable PINN-style row: the rigid-body equations are fixed and only a sparse closure is learned.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,implemented,numpy-hankel-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.34263077699231675,0.07568364599865163,0.07566245199999955,0.0,0.0,0.06578423300015857,0.1414678789988102,,572,19136,92.3570837489847,6.852144443705266,0.5179085698879121,2.367641346739001,92.3570837489847,0.5179085698879121,Compact subspace-style baseline; validation rollout is initialized from the first state only.
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,numpy-rbf-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.21609724214993076,0.25210588699701475,0.25210699400000003,0.0,0.0,0.8557876859995304,1.1078935729965451,,2910,19200,36.453629884834335,3.457108436563884,0.5033264987444525,1.9362461143422391,36.453629884834335,0.5033264987444525,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,implemented,numpy-random-feature,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.2906627643366155,0.26945157400041353,0.26945279899999974,0.0,0.0,0.8715097510030319,1.1409613250034454,,3131,19200,31.109695250276115,11.306130533700836,0.49272500418906146,2.9652551757779015,31.10969525027612,0.4927250041890615,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline.
6DOF-Nominal,Attached-flow nominal 6DOF rollout using pilot commands and no fitted stall correction.,implemented,numpy-rk4,aircraft6dof,mocap,u_cmd,open_loop,none,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.19560297619607112,0.0,0.0,0.0,0.0,0.7402301959991746,0.7402301959991746,,0,0,33.71889915322135,5.154486905440734,0.4683726145586502,1.260584876458863,33.71889915322135,0.4683726145586502,"No-fit baseline; mismatch includes actuator lag, hidden stall/nonlinear aerodynamics, and mocap-derived initialization error."
6DOF-LinearSS,Global affine discrete state-space fit x[k+1]=A x[k]+B u_cmd[k]+c.,implemented,numpy-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.30629622185411526,0.722227890000795,0.722165232,0.0,0.0,0.05997588099853601,0.782203770999331,,234,19200,68.69203309601089,5.299587406539691,0.5101008751211736,2.4721659777143246,68.69203309601089,0.5101008751211736,Open-loop rollout; validation measurements are not assimilated after initialization.
6DOF-RidgeResidual,Nominal RK4 model plus ridge-fitted one-step residual correction.,implemented,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.3482672157378678,3.678553000998363,0.7402112869999993,0.0,0.0,0.8087725199984561,4.487325520996819,,234,19200,37.78091412962403,13.364655743315788,0.5030636637245717,4.264273303080383,37.78091412962402,0.5030636637245718,Residual corrects actuator lag and hidden nonlinear stall/aerodynamic effects around the attached-flow model.
6DOF-Model-Stitching,Airdata-scheduled family of local affine one-step state models.,implemented,numpy-local-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.42276261513021207,0.3804779210004199,0.3803912020000002,0.0,0.0,0.10755536800206755,0.48803328900248744,,1422,19200,111.59690290413421,13.610967456449027,0.5075339954249972,2.210874076758669,111.59690290413421,0.5075339954249972,"Local models are selected by speed, angle of attack, and sideslip during open-loop validation."
6DOF-Frequency-Welch,Frequency-domain-inspired global linear baseline approximated by a regularized one-step realization.,implemented,numpy-regularized-realization,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.3062943385056467,0.006248342000617413,0.006247941999999895,0.0,0.0,0.060220931001822464,0.06646927300243988,,234,19200,68.69223998139563,5.299393101535246,0.5100996104378727,2.4721830849251463,68.69223998139562,0.5100996104378727,Placeholder 6DOF frequency row: uses an identified realization rather than CIFER/SIDPAC tooling.
6DOF-Frequency-Stitching,Airdata-scheduled local realization residuals around the nominal 6DOF equations.,implemented,numpy-local-realization,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.2928878377059308,3.4837157940019097,0.4045054290000003,0.0,0.0,0.8776175839993812,4.361333378001291,,1422,19200,31.340024716977915,11.09986753323128,0.4993895554133971,2.5344532471365904,31.340024716977915,0.4993895554133971,6DOF counterpart to local frequency/model stitching; trained from the selected 6DOF dataset.
6DOF-EKF-ParamID,Recursive-estimation analogue represented by a fitted affine residual parameter vector.,implemented,numpy-ridge-paramid,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.34789211760091915,2.9643099439999787,0.02833842899999972,0.0,0.0,0.8350780389991996,3.7993879829991783,,234,19200,37.78680251158242,13.368110287882617,0.5010166814467172,4.265772137392667,37.78680251158242,0.5010166814467172,The validation phase is open loop and receives only pilot commands after initialization.
6DOF-Fisher-UQ,Fisher-information wrapper around the fitted residual parameter model.,implemented,numpy-ridge-uq,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.34789211760091915,2.9643099439999787,0.02833842899999972,0.0,0.0,0.8350780389991996,3.7993879829991783,,234,19200,37.78680251158242,13.368110287882617,0.5010166814467172,4.265772137392667,37.78680251158242,0.5010166814467172,Point prediction matches the EKF-style parameter estimate; uncertainty diagnostics are reported in the CSV metadata only.
6DOF-OEM-SS,Output-error state-space residual model using the same open-loop rollout structure as the fitted parameter model.,implemented,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.34789211760091915,2.9643099439999787,0.02833842899999972,0.0,0.0,0.8350780389991996,3.7993879829991783,,234,19200,37.78680251158242,13.368110287882617,0.5010166814467172,4.265772137392667,37.78680251158242,0.5010166814467172,"Lightweight 6DOF OEM analogue; validation is open loop, but the training solve is one-step residual ridge rather than a full multiple-shooting NLP."
6DOF-EquationError-LS,Affine derivative regression rolled out open-loop with explicit integration.,implemented,numpy-ridge-derivative,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,58.03118590875623,0.009708634002890904,0.009708973000000398,0.0,0.0,0.07777785700091044,0.08748649100380135,,270,19200,36690.87050901936,5.626652038987925,0.546930230632387,69.30034709612559,36690.87050901936,0.546930230632387,6DOF analogue of equation-error least squares; sensitive to derivative noise in mocap-derived states.
6DOF-Variational-Mocap,Smoothed weak-form derivative fit used as a lightweight variational baseline.,implemented,numpy-smoothed-weak,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,52.458753587990905,0.022184377998200944,0.02217677600000023,0.0,0.0,0.0740327060011623,0.09621708399936324,,270,19200,33791.9058542768,11.673379651874024,0.546157029415458,67.40726401432545,33791.9058542768,0.546157029415458,Approximates the variational idea by smoothing trajectories before derivative regression.
6DOF-SINDy,Sparse quadratic-library derivative model for the full 6DOF state.,implemented,numpy-stlsq,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.7603331911272766,0.19895523900049739,0.1989219079999991,0.0,0.0,0.3314688649988966,0.530424103999394,,351,19200,218.39211594287713,6.8097435447857215,0.5033087247947278,17.515804303852914,218.39211594287713,0.5033087247947277,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,implemented,numpy-sparse-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,150.42853392586397,0.1798767520012916,0.17985105300000015,0.0,0.0,0.326398862998758,0.5062756150000496,,468,19200,91623.48346506603,15.631019189563157,0.5588505190618824,74.01817217685361,91623.48346506603,0.5588505190618824,Symbolic-regression-style sparse predictor used as a 6DOF counterpart to the 3DOF symbolic row.
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,implemented,numpy-edmd,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,153.02040680416937,0.17780553199918359,0.1778058129999991,0.0,0.0,0.33137366399751045,0.509179195996694,,2565,19200,93169.33849807392,15.40670256380827,0.4807287978510405,77.00159121935216,93169.3384980739,0.4807287978510405,EDMD-style lifted surrogate; no aerodynamic coefficient interpretation.
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,implemented,numpy-residual-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.4938354257043489,0.17935008199856384,0.1792864930000011,0.0,0.0,1.0830402149986185,1.2623902969971823,,2565,19200,51.749067347743875,7.403278809840854,0.529072807327459,10.834875434075684,51.749067347743875,0.529072807327459,Fast deterministic UDE analogue for the initial 6DOF benchmark.
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,implemented,numpy-sparse-closure,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.38208976562913816,0.0010991210001520813,0.0010989299999994984,0.0,0.0,1.1101911339974322,1.1112902549975843,,390,19200,37.38954778940693,6.001780480637526,0.5109857174373831,6.6974448159312425,37.38954778940693,0.510985717437383,Tractable PINN-style row: the rigid-body equations are fixed and only a sparse closure is learned.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,implemented,numpy-hankel-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,46.09727658982648,0.07561615699887625,0.07561703300000033,0.0,0.0,0.0681714029997238,0.14378755999860005,,572,19136,27777.13587182499,5.256284791537173,0.5256562773900949,28.519428509690307,27777.13587182499,0.5256562773900948,Compact subspace-style baseline; validation rollout is initialized from the first state only.
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,numpy-rbf-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.21699896684903328,0.2517641070007812,0.25176482400000033,0.0,0.0,0.9322061719976773,1.1839702789984585,,2910,19200,36.27996650927244,3.4470587377379043,0.5111227158315748,1.931911889587752,36.27996650927244,0.5111227158315748,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,implemented,numpy-random-feature,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.34085851432803044,0.2653016120020766,0.2653017379999998,0.0,0.0,0.9397435339997173,1.205045146001794,,3131,19200,35.46462627600666,12.802566308530961,0.5086177334817834,4.221873683905699,35.46462627600666,0.5086177334817834,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline.
6DOF-OEM-MocapOutput,Lagged affine open-loop predictor on mocap position/quaternion outputs.,implemented,numpy-lagged-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.2589570604900449,0.0661804130031669,0.06617242899999987,0.0,0.0,0.03817101299864589,0.1043514260018128,,182,19136,nan,nan,nan,nan,35.201506476560915,0.5351360691155816,Scores mocap-output NRMSE because full velocity/rate states are not predicted. The validation rollout is seeded with a three-sample pose history so initial translation rate is observable.
6DOF-Nominal,Attached-flow nominal 6DOF rollout using pilot commands and no fitted stall correction.,implemented,numpy-rk4,aircraft6dof,direct,u_cmd,open_loop,none,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.19279453071180208,0.0,0.0,0.0,0.0,0.7594880129981902,0.7594880129981902,,0,0,20.779984559046127,4.1125988266706,0.48943990945726495,2.35429471019664,20.779984559046127,0.489439909457265,"No-fit baseline; mismatch includes actuator lag, hidden stall/nonlinear aerodynamics, and mocap-derived initialization error."
6DOF-LinearSS,Global affine discrete state-space fit x[k+1]=A x[k]+B u_cmd[k]+c.,implemented,numpy-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.7029879757011931,0.006191971999214729,0.006191502000000071,0.0,0.0,0.06310286200096016,0.06929483400017489,,234,19200,190.14458457159202,8.16718090247046,0.4838339706530443,5.561506653094149,190.144584571592,0.4838339706530443,Open-loop rollout; validation measurements are not assimilated after initialization.
6DOF-RidgeResidual,Nominal RK4 model plus ridge-fitted one-step residual correction.,implemented,numpy-rk4-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.30939141469521847,2.9828451210014464,0.031906441000000285,0.0,0.0,0.8671122300002025,3.849957351001649,,234,19200,35.899327804286116,11.664091089188208,0.499395093681354,4.356431175866898,35.899327804286116,0.49939509368135404,Residual corrects actuator lag and hidden nonlinear stall/aerodynamic effects around the attached-flow model.
6DOF-Model-Stitching,Airdata-scheduled family of local affine one-step state models.,implemented,numpy-local-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.5492816336867248,0.3816164019990538,0.38155905200000007,0.0,0.0,0.10547793699879549,0.48709433899784926,,1422,19200,145.44749287407927,10.853428015582889,0.5171869885893126,3.587114357156964,145.44749287407927,0.5171869885893126,"Local models are selected by speed, angle of attack, and sideslip during open-loop validation."
6DOF-Frequency-Welch,Frequency-domain-inspired global linear baseline approximated by a regularized one-step realization.,implemented,numpy-regularized-realization,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.7029795257684825,0.006214772001840174,0.006187982000000147,0.0,0.0,0.06164411099962308,0.06785888300146325,,234,19200,190.14214765778777,8.167222782369167,0.48383390395213055,5.5614152394063225,190.1421476577878,0.4838339039521305,Placeholder 6DOF frequency row: uses an identified realization rather than CIFER/SIDPAC tooling.
6DOF-Frequency-Stitching,Airdata-scheduled local realization residuals around the nominal 6DOF equations.,implemented,numpy-local-realization,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.3197019555574779,3.4131499600007373,0.4055077699999998,0.0,0.0,0.9349422230006894,4.348092183001427,,1422,19200,41.0590105925641,12.779779895935269,0.4912094782323862,3.9876627762515926,41.05901059256409,0.4912094782323862,6DOF counterpart to local frequency/model stitching; trained from the selected 6DOF dataset.
6DOF-EKF-ParamID,Recursive-estimation analogue represented by a fitted affine residual parameter vector.,implemented,numpy-ridge-paramid,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.3095489911809141,3.0788727740000468,0.030042147999999713,0.0,0.0,0.8076493090011354,3.886522083001182,,234,19200,35.99765448298929,11.649243842787085,0.49962065326017513,4.358711585116423,35.99765448298929,0.49962065326017513,The validation phase is open loop and receives only pilot commands after initialization.
6DOF-Fisher-UQ,Fisher-information wrapper around the fitted residual parameter model.,implemented,numpy-ridge-uq,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.3095489911809141,3.0788727740000468,0.030042147999999713,0.0,0.0,0.8076493090011354,3.886522083001182,,234,19200,35.99765448298929,11.649243842787085,0.49962065326017513,4.358711585116423,35.99765448298929,0.49962065326017513,Point prediction matches the EKF-style parameter estimate; uncertainty diagnostics are reported in the CSV metadata only.
6DOF-OEM-SS,Output-error state-space residual model using the same open-loop rollout structure as the fitted parameter model.,implemented,numpy-rk4-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.3095489911809141,3.0788727740000468,0.030042147999999713,0.0,0.0,0.8076493090011354,3.886522083001182,,234,19200,35.99765448298929,11.649243842787085,0.49962065326017513,4.358711585116423,35.99765448298929,0.49962065326017513,"Lightweight 6DOF OEM analogue; validation is open loop, but the training solve is one-step residual ridge rather than a full multiple-shooting NLP."
6DOF-EquationError-LS,Affine derivative regression rolled out open-loop with explicit integration.,implemented,numpy-ridge-derivative,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,55.02331432561235,0.00993308299803175,0.00993322300000088,0.0,0.0,0.07558230699942214,0.0855153899974539,,270,19200,34955.977633727176,9.839445466474142,0.5168048230826576,69.69783080198118,34955.97763372718,0.5168048230826576,6DOF analogue of equation-error least squares; sensitive to derivative noise in mocap-derived states.
6DOF-Variational-Mocap,Smoothed weak-form derivative fit used as a lightweight variational baseline.,implemented,numpy-smoothed-weak,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,45.00393736793654,0.018898606998845935,0.018898874999997872,0.0,0.0,0.07678626599954441,0.09568487299839035,,270,19200,31285.2598742712,10.387139279904618,0.5126756370312582,67.03561571557722,31285.259874271196,0.5126756370312581,Approximates the variational idea by smoothing trajectories before derivative regression.
6DOF-SINDy,Sparse quadratic-library derivative model for the full 6DOF state.,implemented,numpy-stlsq,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.8499522339360883,0.21037449299910804,0.21032679200000004,0.0,0.0,0.32357704199966975,0.5339515349987778,,351,19200,546.8262807620392,5.232225964015908,0.48671835772733224,12.467141830346774,546.8262807620392,0.48671835772733224,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,implemented,numpy-sparse-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,224.6829182572589,0.1724435789983545,0.17242951000000062,0.0,0.0,0.3235381820013572,0.4959817609997117,,468,19200,91871.42115111428,11.210133989847474,0.5396774923841301,70.07243616019248,91871.42115111428,0.5396774923841301,Symbolic-regression-style sparse predictor used as a 6DOF counterpart to the 3DOF symbolic row.
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,implemented,numpy-edmd,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,227.07560642095666,0.18612554400169756,0.18609901499999992,0.0,0.0,0.3396130479995918,0.5257385920012894,,2565,19200,92800.04960764776,9.785193823371038,0.5315020445351171,76.31115518831713,92800.04960764776,0.5315020445351171,EDMD-style lifted surrogate; no aerodynamic coefficient interpretation.
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,implemented,numpy-residual-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.670587222545996,0.1842452429991681,0.1842456040000009,0.0,0.0,1.0954030389984837,1.2796482819976518,,2565,19200,42.496168831580505,6.188793689079499,0.5162773945841179,28.24842136842303,42.496168831580505,0.5162773945841179,Fast deterministic UDE analogue for the initial 6DOF benchmark.
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,implemented,numpy-sparse-closure,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.4152656567865046,0.0011468500015325844,0.0011460700000007762,0.0,0.0,1.0748915519980073,1.07603840199954,,390,19200,48.25000217175485,8.753497947462158,0.5354704844643757,11.239444735824428,48.25000217175485,0.5354704844643757,Tractable PINN-style row: the rigid-body equations are fixed and only a sparse closure is learned.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,implemented,numpy-hankel-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.6203359476267983,0.07556905599994934,0.07556954200000021,0.0,0.0,0.07051094399866997,0.14607999999861931,,572,19136,163.56011977265257,7.551880813652404,0.5084823758708766,4.759231622171027,163.56011977265257,0.5084823758708765,Compact subspace-style baseline; validation rollout is initialized from the first state only.
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,numpy-rbf-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.2276907862182878,0.24151127400182304,0.24132774100000276,0.0,0.0,0.8908536980015924,1.1323649720034155,,2910,19200,29.615905530080344,3.4770383776821117,0.4643221025960619,3.756843213393104,29.615905530080344,0.4643221025960619,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,implemented,numpy-random-feature,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.31361442085160984,0.2635242209980788,0.26351743700000085,0.0,0.0,0.9041017429990461,1.167625963997125,,3131,19200,35.65091148865955,11.617590664267835,0.49179333271198644,4.572113053217542,35.65091148865955,0.49179333271198644,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline.
6DOF-Nominal,Attached-flow nominal 6DOF rollout using pilot commands and no fitted stall correction.,implemented,numpy-rk4,aircraft6dof,mocap,u_cmd,open_loop,none,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.19405772450881847,0.0,0.0,0.0,0.0,0.7658458049991168,0.7658458049991168,,0,0,20.834042624734888,4.118964029038636,0.4942631335538212,2.358593578143617,20.834042624734888,0.4942631335538212,"No-fit baseline; mismatch includes actuator lag, hidden stall/nonlinear aerodynamics, and mocap-derived initialization error."
6DOF-LinearSS,Global affine discrete state-space fit x[k+1]=A x[k]+B u_cmd[k]+c.,implemented,numpy-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.7374356173820893,0.7174568480004382,0.7173460299999981,0.0,0.0,0.06510058299681987,0.782557430997258,,234,19200,198.65591560170077,8.316828526016282,0.4825930048742624,5.38318608113033,198.65591560170077,0.4825930048742624,Open-loop rollout; validation measurements are not assimilated after initialization.
6DOF-RidgeResidual,Nominal RK4 model plus ridge-fitted one-step residual correction.,implemented,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.314333684714076,3.664849136999692,0.7540888009999982,0.0,0.0,0.8467275020011584,4.51157663900085,,234,19200,32.35117507961789,10.571233667088876,0.500867337344684,4.906954106672091,32.35117507961788,0.500867337344684,Residual corrects actuator lag and hidden nonlinear stall/aerodynamic effects around the attached-flow model.
